Tweets
3
2
10
10
8
7
12
6
8
12
8
10
17
29
18
17
14
12
8
4
1
1
1
1
1
1
1
2
5
3
1
7
2
3
3
2
1
1
1
1
4
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
